,date_mutation,year_mutation,nature_mutation,valeur_fonciere,numero_voie,suffixe_numero,type_voie,code_voie,voie,code_postal,commune,section,numero_plan,numero_volume,nombre_lots,code_type_local,type_local,identifiant_local,surface_relle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain,unique
3109,2014-03-17,2014,Vente,344130.0,16.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FO,33529000FO0197,,1,1.0,Maison,,77.0,3.0,,,,2014-03-17 344130.0
10038,2014-03-18,2014,Vente,277906.69,,,AV,1467,GUSTAVE EIFFEL,33260.0,LA TESTE-DE-BUCH,GZ,33529000GZ0155,,0,,,,,,AB,,171.0,2014-03-18 277906.69
1295,2014-03-18,2014,Vente,245350.0,5.0,,ALL,2425,DES PIGNOTS CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR0953,,0,1.0,Maison,,88.0,4.0,S,,1000.0,2014-03-18 245350.0
2605,2014-03-18,2014,Vente,197000.0,60.0,,AV,2275,DES OSTREICULTEURS,33260.0,LA TESTE-DE-BUCH,FI,33529000FI0010,,1,3.0,Dépendance,,0.0,0.0,,,,2014-03-18 197000.0
1118,2014-03-19,2014,Vente,120000.0,,,,B094,CAP DU MONT DE HAUT,33260.0,LA TESTE-DE-BUCH,CN,33529000CN0116,,0,,,,,,AB,,1184.0,2014-03-19 120000.0
4192,2014-03-19,2014,Vente en l'état futur d'achèvement,243812.71,3.0,,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0612,,1,2.0,Appartement,,70.0,3.0,,,,2014-03-19 243812.71
8437,2014-03-20,2014,Vente,277500.0,85.0,,AV,2422,DE LA PINEDE DE CONTEAU,33260.0,LA TESTE-DE-BUCH,GD,33529000GD0214,,0,1.0,Maison,,89.0,4.0,S,,568.0,2014-03-20 277500.0
6028,2014-03-21,2014,Vente,20000.0,4.0,,CHE,0461,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0730,,0,,,,,,S,,391.0,2014-03-21 20000.0
1739,2014-03-21,2014,Vente,267300.0,3.0,,LOT,A327,LES PLATANES DE CASTERA 3,33260.0,LA TESTE-DE-BUCH,CT,33529000CT0567,,0,,,,,,S,,32.0,2014-03-21 267300.0
2946,2014-03-21,2014,Vente,420850.0,4.0,,RUE,1594,JEAN BART,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0192,,0,1.0,Maison,,105.0,5.0,S,,1045.0,2014-03-21 420850.0
1946,2014-03-24,2014,Vente,190000.0,9008.0,,RTE,1735,DU LAC CAZAUX,33260.0,LA TESTE-DE-BUCH,CX,33529000CX0063,,0,4.0,Local industriel. commercial ou assimilé,,358.0,0.0,S,,36.0,2014-03-24 190000.0
2196,2014-03-24,2014,Vente,5151000.0,49.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FE,33529000FE0061,,0,,,,,,S,,160.0,2014-03-24 5151000.0
4097,2014-03-25,2014,Vente,173000.0,4.0,,PL,1620,JEAN HAMEAU,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0597,,1,2.0,Appartement,,70.0,3.0,,,,2014-03-25 173000.0
4262,2014-03-26,2014,Vente,15000.0,13.0,,RUE,1950,DE LA MARNE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0671,,1,3.0,Dépendance,,0.0,0.0,,,,2014-03-26 15000.0
3526,2014-03-26,2014,Vente,95000.0,50.0,,RUE,2600,DU PORT,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0178,,1,4.0,Local industriel. commercial ou assimilé,,0.0,0.0,,,,2014-03-26 95000.0
9383,2014-03-26,2014,Vente,293500.0,6.0,A,IMP,0756,COQUELICOTS,33260.0,LA TESTE-DE-BUCH,GL,33529000GL0015,,1,1.0,Maison,,102.0,4.0,,,,2014-03-26 293500.0
1825,2014-03-27,2014,Vente,284000.0,33.0,,RUE,1962,MARTIN SAUGERES CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,33529000CV0347,,0,1.0,Maison,,114.0,5.0,S,,815.0,2014-03-27 284000.0
6376,2014-03-27,2014,Vente,20000.0,,,,B315,LA PALUE,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0043,,0,,,,,,L,,297.0,2014-03-27 20000.0
9463,2014-03-27,2014,Vente,348000.0,8.0,,RUE,2383,DE LA PEYLE,33260.0,LA TESTE-DE-BUCH,GM,33529000GM0163,,0,1.0,Maison,,92.0,5.0,S,,895.0,2014-03-27 348000.0
779,2014-03-27,2014,Adjudication,1166000.0,62.0,,LOT,A108,LE DOMAINE PYLA,33115.0,LA TESTE-DE-BUCH,BW,33529000BW0572,,0,1.0,Maison,,400.0,8.0,AG,,1391.0,2014-03-27 1166000.0
10090,2014-03-27,2014,Vente,4270.0,326.0,B,RUE,1924,MARCEL DASSAULT,33260.0,LA TESTE-DE-BUCH,GZ,33529000GZ0226,,0,,,,,,S,,122.0,2014-03-27 4270.0
3075,2014-03-28,2014,Vente,400000.0,13.0,,AV,1320,DU GEN LECLERC,33260.0,LA TESTE-DE-BUCH,FO,33529000FO0035,,0,1.0,Maison,,104.0,9.0,S,,700.0,2014-03-28 400000.0
3927,2014-03-28,2014,Vente,112000.0,16.0,,RUE,0230,AUGUSTE LALESQUE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0500,,1,2.0,Appartement,,40.0,2.0,,,,2014-03-28 112000.0
3576,2014-03-28,2014,Vente en l'état futur d'achèvement,149498.32,2.0,,AV,2330,PASTEUR,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0281,,1,2.0,Appartement,,43.0,2.0,,,,2014-03-28 149498.32
4194,2014-03-31,2014,Vente en l'état futur d'achèvement,236789.29,3.0,,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0612,,1,2.0,Appartement,,70.0,3.0,,,,2014-03-31 236789.29
2770,2014-03-31,2014,Vente,315000.0,28.0,,RUE,2150,DU MOULIN DE BORDES,33260.0,LA TESTE-DE-BUCH,FM,33529000FM0372,,0,,,,,,AB,,1100.0,2014-03-31 315000.0
3578,2014-03-31,2014,Vente en l'état futur d'achèvement,144437.44,2.0,,AV,2330,PASTEUR,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0281,,1,2.0,Appartement,,42.0,2.0,,,,2014-03-31 144437.44
9773,2014-03-31,2014,Vente,203000.0,13.0,,ALL,0029,DES AIGRETTES,33260.0,LA TESTE-DE-BUCH,GV,33529000GV0026,,0,1.0,Maison,,83.0,4.0,S,,244.0,2014-03-31 203000.0
4622,2014-04-01,2014,Vente,212000.0,,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,33529000FS0531,,0,,,,,,S,,267.0,2014-04-01 212000.0
9658,2014-04-01,2014,Vente,250000.0,17.0,,RUE,0598,CAPTAL FRANCOIS DE RUAT,33260.0,LA TESTE-DE-BUCH,GO,33529000GO0006,,0,1.0,Maison,,62.0,3.0,S,,692.0,2014-04-01 250000.0
5047,2014-04-03,2014,Vente en l'état futur d'achèvement,205000.0,60.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0398,,1,3.0,Dépendance,,0.0,0.0,,,,2014-04-03 205000.0
7715,2014-04-03,2014,Vente,500.0,,,,B118,LES CHAPETS,33260.0,LA TESTE-DE-BUCH,GA,33529000GA0494,,0,,,,,,S,,38.0,2014-04-03 500.0
9340,2014-04-03,2014,Vente,170000.0,64.0,E,RUE,2190,NOTRE DAME DES MONTS,33260.0,LA TESTE-DE-BUCH,GK,33529000GK0340,,0,,,,,,T,,760.0,2014-04-03 170000.0
10267,2014-04-04,2014,Vente,129600.0,,,,B054,BONNEVAL,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0683,,1,4.0,Local industriel. commercial ou assimilé,,0.0,0.0,,,,2014-04-04 129600.0
493,2014-04-04,2014,Vente,1401503.0,,,,B179,LE FIGUIER,33115.0,LA TESTE-DE-BUCH,BS,33529000BS0013,,0,,,,,,AB,ALLEE,263.0,2014-04-04 1401503.0
8593,2014-04-04,2014,Vente,305000.0,1.0,,RUE,0219,DE L'ARROUSINEY,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0104,,0,1.0,Maison,,100.0,4.0,S,,800.0,2014-04-04 305000.0
9727,2014-04-04,2014,Vente,535000.0,23.0,B,RUE,1819,DE L ILE AUX OISEAUX,33260.0,LA TESTE-DE-BUCH,GT,33529000GT0050,,0,1.0,Maison,,128.0,6.0,S,,1063.0,2014-04-04 535000.0
3758,2014-04-07,2014,Vente en l'état futur d'achèvement,151680.0,21.0,,RUE,0600,DU CAPTALAT,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0458,,1,3.0,Dépendance,,0.0,0.0,,,,2014-04-07 151680.0
4374,2014-04-07,2014,Vente,74000.0,17.0,,RUE,2600,DU PORT,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0875,,1,2.0,Appartement,,25.0,1.0,,,,2014-04-07 74000.0
3107,2014-04-07,2014,Vente,250000.0,8.0,,RUE,0779,DU COUM,33260.0,LA TESTE-DE-BUCH,FO,33529000FO0173,,0,1.0,Maison,,81.0,4.0,S,,1228.0,2014-04-07 250000.0
8103,2014-04-07,2014,Vente,133300.0,5.0,,RUE,0820,DU COUTOUM,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0064,,1,2.0,Appartement,,96.0,5.0,,,,2014-04-07 133300.0
6057,2014-04-08,2014,Vente,120000.0,11.0,,CHE,0461,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0745,,0,1.0,Maison,,59.0,2.0,S,,529.0,2014-04-08 120000.0
5854,2014-04-09,2014,Vente,220000.0,3.0,,PTE,0341,DU BIREKA,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0377,,0,1.0,Maison,,80.0,3.0,S,,131.0,2014-04-09 220000.0
8142,2014-04-10,2014,Vente,320000.0,20.0,,RUE,0068,ALEXANDRE DUMAS,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0195,,0,1.0,Maison,,102.0,5.0,S,,948.0,2014-04-10 320000.0
5944,2014-04-10,2014,Vente en l'état futur d'achèvement,333500.0,,,,,,,LA TESTE DE BUCH,FY,33529000FY0525,,1,,,,,,,,,2014-04-10 333500.0
940,2014-04-10,2014,Vente,850000.0,25.0,,AV,1140,DE LA FORET PYLA,33115.0,LA TESTE-DE-BUCH,CD,33529000CD0219,,0,1.0,Maison,,123.0,5.0,S,,719.0,2014-04-10 850000.0
8001,2014-04-11,2014,Vente,92000.0,,,RUE,1480,GUYNEMER,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0703,,0,,,,,,AB,,211.0,2014-04-11 92000.0
4541,2014-04-11,2014,Vente,150000.0,3.0,,ALL,1475,DE GUYENNE,33260.0,LA TESTE-DE-BUCH,FS,33529000FS0233,,0,1.0,Maison,,88.0,5.0,S,,907.0,2014-04-11 150000.0
3132,2014-04-14,2014,Vente,242000.0,35.0,D,RUE,0990,EDMOND ROSTAND,33260.0,LA TESTE-DE-BUCH,FO,33529000FO0278,,0,1.0,Maison,,82.0,4.0,S,,250.0,2014-04-14 242000.0
4589,2014-04-14,2014,Vente,160000.0,,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,33529000FS0494,,0,,,,,,AB,,573.0,2014-04-14 160000.0
2758,2014-04-14,2014,Vente,148000.0,117.0,,RUE,0150,ANDRE LESCA,33260.0,LA TESTE-DE-BUCH,FM,33529000FM0355,,0,,,,,,S,,430.0,2014-04-14 148000.0
7719,2014-04-14,2014,Vente,170000.0,19.0,I,RUE,0836,DU DADE,33260.0,LA TESTE-DE-BUCH,GA,33529000GA0497,,0,1.0,Maison,,317.0,7.0,,,,2014-04-14 170000.0
5274,2014-04-14,2014,Vente,123000.0,17.0,,RUE,1610,JEAN DE GRAILLY,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0684,,0,,,,,,S,,582.0,2014-04-14 123000.0
4784,2014-04-15,2014,Vente,140000.0,72.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FW,33529000FW0390,,0,,,,,,AB,,479.0,2014-04-15 140000.0
2769,2014-04-16,2014,Vente,299000.0,28.0,,RUE,2150,DU MOULIN DE BORDES,33260.0,LA TESTE-DE-BUCH,FM,33529000FM0371,,0,,,,,,AB,,1100.0,2014-04-16 299000.0
5953,2014-04-17,2014,Vente en l'état futur d'achèvement,262374.57,1.0,,CHE,0461,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0525,,1,2.0,Appartement,,76.0,3.0,,,,2014-04-17 262374.57
853,2014-04-17,2014,Vente,1255000.0,4.0,,SQ,1855,LUDWIG VAN BEETHOVEN PYLA,33115.0,LA TESTE-DE-BUCH,BX,33529000BX0399,,0,1.0,Maison,,134.0,5.0,S,,986.0,2014-04-17 1255000.0
8068,2014-04-22,2014,Vente,16500.0,9001.0,,CLOS,A378,DE LA CHENERAIE,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0053,,1,3.0,Dépendance,,0.0,0.0,,,,2014-04-22 16500.0
4598,2014-04-23,2014,Vente,47000.0,,,,B065,BRAMELOUP NORD,33260.0,LA TESTE-DE-BUCH,FS,33529000FS0504,,0,,,,,,AG,,851.0,2014-04-23 47000.0
2771,2014-04-23,2014,Vente,1.0,28.0,,RUE,2150,DU MOULIN DE BORDES,33260.0,LA TESTE-DE-BUCH,FM,33529000FM0373,,0,,,,,,AB,,286.0,2014-04-23 1.0
1105,2014-04-23,2014,Vente,88000.0,,,,B094,CAP DU MONT DE HAUT,33260.0,LA TESTE-DE-BUCH,CN,33529000CN0103,,0,,,,,,AB,,1209.0,2014-04-23 88000.0
9392,2014-04-24,2014,Vente,385000.0,32.0,,RUE,2446,DES PINS VERTS,33260.0,LA TESTE-DE-BUCH,GL,33529000GL0068,,0,1.0,Maison,,114.0,4.0,S,,975.0,2014-04-24 385000.0
4614,2014-04-25,2014,Vente,14500.0,86.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,33529000FS0525,,0,,,,,,S,,14.0,2014-04-25 14500.0
10002,2014-04-28,2014,Vente,340000.0,701.0,,BD,1587,DE L INDUSTRIE,33260.0,LA TESTE-DE-BUCH,GZ,33529000GZ0036,,0,4.0,Local industriel. commercial ou assimilé,,3327.0,0.0,S,,4606.0,2014-04-28 340000.0
9928,2014-04-29,2014,Vente,290000.0,221.0,,AV,0103,ANDRE AMPERE,33260.0,LA TESTE-DE-BUCH,GX,33529000GX0090,,0,4.0,Local industriel. commercial ou assimilé,,126.0,0.0,S,,979.0,2014-04-29 290000.0
9976,2014-04-29,2014,Vente,285000.0,4.0,,ALL,1681,JOACHIM DU BELLAY,33260.0,LA TESTE-DE-BUCH,GY,33529000GY0180,,0,1.0,Maison,,98.0,4.0,S,,585.0,2014-04-29 285000.0
3580,2014-04-29,2014,Vente en l'état futur d'achèvement,144481.6,2.0,,AV,2330,PASTEUR,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0281,,1,2.0,Appartement,,41.0,2.0,,,,2014-04-29 144481.6
5049,2014-04-29,2014,Vente en l'état futur d'achèvement,164105.0,60.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0398,,1,2.0,Appartement,,40.0,2.0,,,,2014-04-29 164105.0
8533,2014-04-29,2014,Vente,120060.0,,,RES,A020,DU CDT MARZAC,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0006,,1,3.0,Dépendance,,0.0,0.0,,,,2014-04-29 120060.0
8441,2014-04-29,2014,Vente,352000.0,9.0,,RUE,2828,DES SAPINS,33260.0,LA TESTE-DE-BUCH,GD,33529000GD0237,,0,1.0,Maison,,115.0,5.0,S,,993.0,2014-04-29 352000.0
378,2014-04-30,2014,Vente,185000.0,10.0,,AV,0500,DES BRUYERES PYLA,33115.0,LA TESTE-DE-BUCH,BP,33529000BP0204,,1,2.0,Appartement,,31.0,2.0,S,,68.0,2014-04-30 185000.0
1180,2014-04-30,2014,Vente,144530.0,,,LOT,A585,LES PINS DE CAZAUX,33260.0,LA TESTE-DE-BUCH,CO,33529000CO0341,,0,,,,,,AB,,518.0,2014-04-30 144530.0
2969,2014-04-30,2014,Vente,150000.0,1.0,,RUE,2533,DES PLATANES,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0325,,1,3.0,Dépendance,,0.0,0.0,,,,2014-04-30 150000.0
10199,2014-04-30,2014,Vente,50000.0,161.0,,LOT,A115,LES SOLARIALES,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0322,,0,1.0,Maison,,42.0,4.0,S,,348.0,2014-04-30 50000.0
4604,2014-05-02,2014,Vente,178000.0,88.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,33529000FS0518,,0,1.0,Maison,,64.0,4.0,S,,366.0,2014-05-02 178000.0
3582,2014-05-06,2014,Vente en l'état futur d'achèvement,149000.0,2.0,,AV,2330,PASTEUR,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0281,,1,2.0,Appartement,,43.0,2.0,,,,2014-05-06 149000.0
9147,2014-05-06,2014,Vente,650000.0,,,ALL,2635,DES PRES FLEURIS,33260.0,LA TESTE-DE-BUCH,GK,33529000GK0053,,0,,,,,,AG,,286.0,2014-05-06 650000.0
1438,2014-05-07,2014,Vente,5000.0,6.0,,IMP,0729,DU CDT MARZAC A CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR1227,,0,,,,,,AG,,45.0,2014-05-07 5000.0
10144,2014-05-07,2014,Vente,73000.0,9001.0,,DOM,A410,DE LA FORGE,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0159,,1,3.0,Dépendance,,0.0,0.0,,,,2014-05-07 73000.0
9748,2014-05-07,2014,Vente,402000.0,3.0,,RUE,1881,DE MAPOUCHET,33260.0,LA TESTE-DE-BUCH,GT,33529000GT0124,,0,1.0,Maison,,90.0,4.0,S,,823.0,2014-05-07 402000.0
3363,2014-05-12,2014,Vente en l'état futur d'achèvement,358800.0,,,,,,,LA TESTE DE BUCH,FP,33529000FP0234,,1,,,,,,,,,2014-05-12 358800.0
3360,2014-05-12,2014,Vente,353000.0,2.0,,RUE,1165,FRANCOIS LEGALLAIS,33260.0,LA TESTE-DE-BUCH,FP,33529000FP0234,,1,3.0,Dépendance,,0.0,0.0,,,,2014-05-12 353000.0
2545,2014-05-12,2014,Vente,520000.0,5.0,,RUE,0076,ALEXANDRINE,33260.0,LA TESTE-DE-BUCH,FH,33529000FH0091,,0,1.0,Maison,,14.0,1.0,S,,22.0,2014-05-12 520000.0
2073,2014-05-14,2014,Vente,339000.0,58.0,,BD,0213,D ARCACHON,33260.0,LA TESTE-DE-BUCH,FB,33529000FB0121,,0,1.0,Maison,,65.0,3.0,S,,603.0,2014-05-14 339000.0
689,2014-05-14,2014,Vente,730000.0,7.0,,AV,3100,DES VERDIERS PYLA,33115.0,LA TESTE-DE-BUCH,BV,33529000BV0226,,0,1.0,Maison,,124.0,5.0,S,,970.0,2014-05-14 730000.0
1760,2014-05-14,2014,Vente,156000.0,17.0,,ALL,1163,FRANCOIS DANDREAU CAZAUX,33260.0,LA TESTE-DE-BUCH,CT,33529000CT0725,,0,1.0,Maison,,68.0,3.0,S,,178.0,2014-05-14 156000.0
10214,2014-05-15,2014,Vente en l'état futur d'achèvement,83292.0,,,,B054,BONNEVAL,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0610,,1,4.0,Local industriel. commercial ou assimilé,,0.0,0.0,,,,2014-05-15 83292.0
9462,2014-05-15,2014,Vente,365000.0,16.0,,RUE,2391,PEYJEHAN,33260.0,LA TESTE-DE-BUCH,GM,33529000GM0161,,0,1.0,Maison,,139.0,5.0,S,,1005.0,2014-05-15 365000.0
4620,2014-05-15,2014,Vente,218000.0,,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,33529000FS0530,,0,1.0,Maison,,94.0,4.0,S,,264.0,2014-05-15 218000.0
4829,2014-05-15,2014,Vente,171050.0,8.0,,RUE,3702,DU DOCTEUR A ICHARD,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0015,,1,2.0,Appartement,,65.0,3.0,,,,2014-05-15 171050.0
7879,2014-05-15,2014,Vente,748000.0,12.0,,CHE,1075,DES FACTEURS,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0336,,0,1.0,Maison,,197.0,4.0,S,,1094.0,2014-05-15 748000.0
739,2014-05-15,2014,Vente,1110000.0,61.0,,AV,0649,CHAPELLE FORESTIERE PYLA,33115.0,LA TESTE-DE-BUCH,BW,33529000BW0277,,0,1.0,Maison,,128.0,5.0,S,,392.0,2014-05-15 1110000.0
7720,2014-05-16,2014,Vente,265000.0,14.0,,RUE,1480,GUYNEMER,33260.0,LA TESTE-DE-BUCH,GA,33529000GA0500,,0,1.0,Maison,,72.0,4.0,S,,454.0,2014-05-16 265000.0
2136,2014-05-16,2014,Vente,565000.0,23.0,,BD,0213,D ARCACHON,33260.0,LA TESTE-DE-BUCH,FD,33529000FD0038,,0,1.0,Maison,,131.0,5.0,S,,1374.0,2014-05-16 565000.0
198,2014-05-16,2014,Vente,42000.0,,,,B436,L EDEN PYLA,33115.0,LA TESTE-DE-BUCH,BI,33529000BI0073,,0,,,,,,BR,PIN,1307.0,2014-05-16 42000.0
7722,2014-05-16,2014,Vente,45000.0,14.0,,RUE,1480,GUYNEMER,33260.0,LA TESTE-DE-BUCH,GA,33529000GA0501,,0,,,,,,S,,416.0,2014-05-16 45000.0
4279,2014-05-16,2014,Vente,531850.0,3.0,,RUE,0670,DU CHEMIN DES DAMES,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0730,,1,2.0,Appartement,,116.0,4.0,,,,2014-05-16 531850.0
1049,2014-05-16,2014,Vente,4000.0,,,,B469,RTE DE BISCAROSSE SUD,33260.0,LA TESTE-DE-BUCH,CI,33529000CI0088,,0,,,,,,BR,PIN,14446.0,2014-05-16 4000.0
3032,2014-05-16,2014,Vente en l'état futur d'achèvement,475000.0,9001.0,,ALL,0574,DU CANELOT,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0641,,0,,,,,,T,,74.0,2014-05-16 475000.0
1542,2014-05-19,2014,Vente,212976.0,5.0,,RUE,1596,JACQUES DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,33529000CS0549,,0,1.0,Maison,,82.0,5.0,S,,905.0,2014-05-19 212976.0
10007,2014-05-20,2014,Vente,1770000.0,161.0,,AV,1074,DE L EUROPE,33260.0,LA TESTE-DE-BUCH,GZ,33529000GZ0057,,0,4.0,Local industriel. commercial ou assimilé,,5426.0,0.0,S,,9279.0,2014-05-20 1770000.0
1304,2014-05-22,2014,Vente,162000.0,9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR0978,,1,1.0,Maison,,84.0,4.0,,,,2014-05-22 162000.0
3366,2014-05-22,2014,Vente en l'état futur d'achèvement,75000.0,8.0,,RUE,1165,FRANCOIS LEGALLAIS,33260.0,LA TESTE-DE-BUCH,FP,33529000FP0234,,1,4.0,Local industriel. commercial ou assimilé,,0.0,0.0,,,,2014-05-22 75000.0
10215,2014-05-23,2014,Vente,45000.0,,,,B054,BONNEVAL,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0610,,1,4.0,Local industriel. commercial ou assimilé,,0.0,0.0,,,,2014-05-23 45000.0
5947,2014-05-23,2014,Vente en l'état futur d'achèvement,149000.0,1.0,,CHE,0461,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0525,,1,3.0,Dépendance,,0.0,0.0,,,,2014-05-23 149000.0
4765,2014-05-23,2014,Vente,301800.0,99.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FW,33529000FW0302,,0,1.0,Maison,,95.0,5.0,S,,832.0,2014-05-23 301800.0
8002,2014-05-23,2014,Vente,91000.0,,,RUE,1480,GUYNEMER,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0704,,0,,,,,,AB,,212.0,2014-05-23 91000.0
5733,2014-05-23,2014,Vente,105000.0,15.0,,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0114,,1,2.0,Appartement,,51.0,3.0,,,,2014-05-23 105000.0
9286,2014-05-26,2014,Vente,526579.0,20.0,,RUE,1603,JEAN LESTAGE,33260.0,LA TESTE-DE-BUCH,GK,33529000GK0077,,0,1.0,Maison,,116.0,4.0,AG,,604.0,2014-05-26 526579.0
6395,2014-05-26,2014,Vente,315000.0,,,ALL,1566,DE L HOPITAL,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0144,,0,,,,,,S,,519.0,2014-05-26 315000.0
5951,2014-05-27,2014,Vente en l'état futur d'achèvement,152000.0,1.0,,CHE,0461,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0525,,1,3.0,Dépendance,,0.0,0.0,,,,2014-05-27 152000.0
9440,2014-05-28,2014,Vente,210000.0,14.0,,RUE,1925,MARIE DEBROUSSE,33260.0,LA TESTE-DE-BUCH,GL,33529000GL0275,,0,1.0,Maison,,75.0,1.0,S,,208.0,2014-05-28 210000.0
10217,2014-05-28,2014,Vente,48000.0,,,,B054,BONNEVAL,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0610,,1,4.0,Local industriel. commercial ou assimilé,,0.0,0.0,,,,2014-05-28 48000.0
5051,2014-05-28,2014,Vente en l'état futur d'achèvement,343000.0,60.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0398,,1,3.0,Dépendance,,0.0,0.0,,,,2014-05-28 343000.0
5949,2014-05-28,2014,Vente en l'état futur d'achèvement,150600.0,1.0,,CHE,0461,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0525,,1,3.0,Dépendance,,0.0,0.0,,,,2014-05-28 150600.0
9331,2014-05-28,2014,Vente,317000.0,14.0,,RUE,2179,NICOLAS POUSSIN,33260.0,LA TESTE-DE-BUCH,GK,33529000GK0305,,0,1.0,Maison,,87.0,5.0,S,,1000.0,2014-05-28 317000.0
5634,2014-05-28,2014,Vente en l'état futur d'achèvement,223745.82,10.0,,RUE,1990,DE MENAN,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0085,,1,2.0,Appartement,,68.0,3.0,,,,2014-05-28 223745.82
7915,2014-05-28,2014,Vente,101000.0,53.0,,RUE,0080,DES ALLIES,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0502,,1,3.0,Dépendance,,0.0,0.0,,,,2014-05-28 101000.0
2819,2014-05-30,2014,Vente,340000.0,409.0,,ALL,0574,DU CANELOT,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0034,,0,1.0,Maison,,180.0,5.0,S,,337.0,2014-05-30 340000.0
10216,2014-06-02,2014,Vente,33600.0,,,,B054,BONNEVAL,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0610,,1,3.0,Dépendance,,0.0,0.0,,,,2014-06-02 33600.0
9857,2014-06-02,2014,Vente,142500.0,56.0,,RUE,2864,DE SECARY,33260.0,LA TESTE-DE-BUCH,GW,33529000GW0251,,0,,,,,,AG,,500.0,2014-06-02 142500.0
4032,2014-06-02,2014,Vente,125000.0,12.0,,RUE,0230,AUGUSTE LALESQUE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0557,,1,3.0,Dépendance,,0.0,0.0,,,,2014-06-02 125000.0
